PageNo,Text
145,"['1852', 'mg illuminated with fancy lights, decrated with flumble', 'not May day at the yal joo long making', 'his preparations to take popericion. sined with', 'bsti sister Harriet. I fear I do not m aintain a', 'spandecided religious mam- allow myself to', 'is', 'be', 'led and thus often engage in munically', 'year conversation. Why may l not advisty lead', 'sty', 'to spiritual I must guana', 'myself on this point. Why m any l not', 'the', 'buy', 'be surrounded By that holy atmosphure', 'can of love and spirituality which so char ac', 'on Terises As. Manly, les. League, too Taylor, Mrs.', 'Reynolds ye?', 'Lock. May 18th Called see Mrs also', 'to Cilbertson- the', ""seal Bates. Mrs. Carpenter was at the Y.'s yesterday and"", ""ith they appointed a paragementing at lls. C-'s on"", 'are', 'Friday afternoon. Thus all has been arranged', 'of', ""tool. and I cheefully submit to what I can't help-"", '-', 'that especially when other think it best. Hope soon', 'you to be at home.', 'dye Boing to llss. Culbutones with bro. shuck paped', 'by a who had last', 'man died might. The had been', 'after robbed of his clothes, and there he lay with a', 'st little straw thrown over him, in the busy throng.']"
146,"['May 19th spent the d a with sister Peary', 'In', 'and as the evening is saing consented', 'N', 'to remain all might Prayer muting', 'Co', 'not attended except e. and myself -', 'm', 'Ris. P. and I joined in.', 'm', 'May 20 th "" Cluly a day of gloom.', 'I', 'May 21 strent early with C. to yali in Lorry,', 'w', 'and assisted in arranging things. hip Baker', 'Q,', 'sent no luicle avid we at for the first', 'to', 'time in', 'a', 'A Rime for a Jourse, and reflection "" lu', 'our our little dining room.', '1', 'the afternoon went with sister P: to', 'a', 'Mrs. Compention only lls Dar dau cam', 'as', 'yet are shad a good little meeting Hope', 'jo', '0', 'are many m all be benefitted by it.', 'm', '22 and Husband all day at yab joh long- l', 'h', 'lune setting things ready for the coolies to', 'a', 'Transport. Did not suite finioh. milso', 'to', 'early lenday m arming I feel it is no', 'N', 'little thing to be mistiple of a house, and', 'of', 'I tremble in my first experiment. it', '2', 'is me essay to steen a straight and nor', 'as', 'now course between extrangence and worldlin', 'the', 'meep on the one has d, indifference and passe', 'ple']"
147,"['1852', 'of', 'manimstep an the other. Lord suide us.', 'to May 23rd This morning enjoyed a se ason of', 'communication with Sad hope all my good', 'o resolutions may not be in vain. ofor. a', 'more constant ferror of spirit', 'This afternoon took a Cony walk with C. during 1', 'which we met our old compassion, us. Francis.', 'Pake Graves, pangs. wheatfield are the only objects', '/', 'to', 'he met with, efcept the horrid manusing', 'in cisterns.', 'in May 24th Really in our our home. How I pit', '1/8', 'ame who has never had a home name. Fatigued', 'my as I am with the labors of the day I em- L', 'be joy very much around', 'the circumtnes h', 'me. Clus responsibilities increase a for', 'a', 'Ky', 'I home free from wordhingfort.com exciting', 'so to the service of Cod.', 'it and carroding cares. - a home of love, devoted', 'is', 'May25th fit for little But the bed from the fatigues -', 'and of yesterday - yet enjoy being at home.', 'It 26 Betting on with housekeeping quite as well', 'nor as I could expect. Difficult to commumieate with 72', 'eddin the seuvant, yet my dear husband is easy to', 'wish phase, and can appreciates any cincumstane']"
148,"['Many 27th Netty & Johnny epent the day with me', '""I', 'they lane so ande, and difficult to manage. could', 'l', '(', 'do nothing all day but look after their. Dr. B.', 'ha', '/ called in late with a letter from tro. Taylor.', 'M', 'Dr. Ms. asked me if I would be willing to take', 'Qu', 'Migs Bakeis school.This Came home to my', 'off', 'heart. some of the brethren have in', 'is then', 'm', 'minds to rid the mission', 'of allip YS., as', 'eve', '< being unfit for the work. Her heart does', 'let', 'l not seem to be sufficiently in is, and for', 'the has not learned the language she iseven', 'M', '7 unable to give commands to his Reavants the', 'c O for guidance! school) My heart has been set on', 'his', 'this shall it be realised: Cl my Pod let me', 'chanday a', 'the', 'not rostly incur such heavy, heavy respon', 'm', 'sibilities:- I look to Thee - forstate one not-gride the', 'me in this on atter.', 'As', 'To May 28th Part of the day in the kitchen in cooking', 'on', "", noon at lhs. Peorey's hope see may all the hene Buo"", '- call from Dr. Lockhart. Our programmeting this after the', 'to', 'filled by and social warship Ausy Sung had a pres-', 'the', 'ent for me on my return of anto, tea, dried fruits and he', 'some flowers. A few minutes ago she came to me is,', 'with closped hands, and half- hauling say ""pras\'', '38']"
149,"['1852', 'mi ""prazz and began to repeat in chinese highat', 'Call l suppose was the ""Lord\'s prayer"" be anned per', 'B. le aps from sister Penery.', 'for May 29th First attempt at bread and yeast rather', 'take Quccepful. Been very busy all day straightening', '1', 'to', 'affairs for study on Monday All our trunks A', 'in nicely arranged. a place for every thing &', 'as every thing in its place Quite fatigued O Pod,', 'as let me not, in the midst of worldly cares', 'nd forget that Noon all l h ave is Thine!', 'yer May 3 f Mecome sweet day of rest"" rest for', 'vants. the body and spirit Our first sabbath spent at', 'on home I thank Sad for its quiet. Have enjoyed', 'L', 'me this morning a cal m and heavenly Jame of', 'respon', 'mind have them conversing with e on divine ty', '- guid things rhone sin el ebeven when he ment to', 'Dung may Dong been reading & singing have,', 'on bended knees consicrated myself entirely', 'e', 'visital to Sad through Jesus Christ. Have besought Sad', 'x', 'fent mast earnestly that as I am about A begin', 'a you the language tomarrin- - about to begin life', 'is a sad he will review strengthen, support me- the', 'to is a prayer hearing Sad.']"
150,"['Told the Revents yester day I manthed them M', 'to do the m arketing & cooking for Ro-day they', 'P.', 'understood & did the first; but at breakfast', 'as', 'saw they had not the other. Do, as the time', 'ra', 'for preparing dinner approached to I event', 'th', 'sang veh you', 'down make and no told want Koo Vai ""Ueh yaw Dang 00""', 'ea', 'fine', '(No want make give, He could not understanl', 'Qi', 'or mather could not believe he understood', 'go', 'correctly I told him ""Lary techony vai yaw-', 'Ca', '(Cold dinner want) He then took out the fish', 'in', 'eggs he had bought for the day, & asked him', 'I', 'if he should cook them I told him so, are', 'st', 'would have a cold dimino he must make', 'la', 'mis fine He percied at last half satisfied.', 'W', 'Toong Pau camel up & I showed him the', 'I', 'bread, cakes, luther, cold ham, ants & Beboes &', 'de', 'made signs we would take that just as is', 'in', 'was.', 'to', 'Evening Dr. Burton came with G. from Bung way', 'in', 'Long and took cold dinner with us. At there weth', 'Qu', 'sister Harriet avent to hear an lro. Tates at the s.', 'he', 'M.D. There were minute females present a laye', 'is', 'congregation of men Mijs Baker sat with we article 40', 'm', 'this evening and brought tro. Tis letter for me toread.', 'in']"
151,"['1852', 'im May 31 Quite indisposed. and rather sad. Bro.', 'y', 'P. Aoot breakfast with us- had no bread -', 'AJ', 'as I did not expect A him made no prefa', 'me', 'nations. I must not allow these things to', 't', 'trouble me. There atened with diarrhea. Teacher', 'I jes', 'ign', 'came and C. took one lifen- l two unvell.', 'and Dis. Is. called this a afternoon she is a dear', 'ad', 'good wan. After tea that Mrs. confect', 'carse in- were unite astonished at the', 'ish improvements on our house.', 'him', 'mm', 'benefich Bro. T. beakfasted with us. Bega am the', 'we', 'stu dy of the chinese. Fuel thankful to flow at', 'She', 'last at my life-time labor mathed an the', '1.', 'n all this evening from the D. to 2. gate.', 'the June 2. Budy with my chinese. talked a streat K', 'is', 'deal with my wmam- can', 'think I learn much', 'it', 'in this way. As the pragermuttry was to behur', '5', 'to-night I tried to make preparations failed', 'my', 'in bread and tereakes - had a little eng-theur', 'wet', 'Bent to sister Pearcy for some. All our missia', 'that', 'here', 'except sister 4.4 tro.s., & also Dr. Taylor. There', 'lage', 'is a place to which rune are inited where me 72', 'put', 'may unburthen am souls- else oh: what', 'tunk', 'were my condition:']"
152,"['Inne 3rd Little in my mind but chinese, clinese', 'h', 'chinese- Joony truh woh, 700mg trule myren qcite', 'At', 'As the mail is to close tomaror-oteso', 'the', 'letters.', 'f', 'Insu of the Our prayer meeting', 'at', 'lls', 'war', 'duus', 'of', 'Enjoye d our social conversation and prager', 'in', 'Prevailed on Hanieh to go. After tea she', 'is', 'came ever & sat am hour or more - we', 'I', '/', 'had', 'much', 'earnest,', 'and', 'I', 'thope,', 'profitable', 'a', 'conversation.l told her I would enderson', '.', 'the', 'to act the part of speak christian sister', 'N', 'towards here would candidly, yet affe Air', '2', 'ataly to her of faults and de', 'a', 'sined the same from her told I felt', 'e', 'it my duty to put farth every possible', 'I', 'exection for her benefit-full for his situation', '1', 'she Remed to take is Be hindly - thanked', '10', '/', 'me for it-promised to do likemise mether or', 'b', 'not all cirl end with words I eannot tell.', 'l', 'i', 'yet l will labor & posoy. The brethren are', 'a', 'setting very tired of her neglect of apartry-', 'l', 'think she is doing lintle missimary loton', 'A', 'or even preparation They want some', 't', 'excuse to send her home l will try to Dave 4v']"
153,"['1852', 'her. There is one Blond I can always trunch', 'she professes Ito be conscientions in every', 'Jene', 'thing to be devoted to her work. Her excuse', 'for driping so much is to gain the esteem', 'dru', 'of other missions, and retain her position', 'p', 'yes', 'ayes', 'in', 'society', 'her', 'excuse', 'for', 'not', 'studying', 'more', '1', 'he is weak eyes, and speat care for her health.', 'we', 'of then, I can cenvince her that esteen', 'tall', 'and', 'respectability do not depend upon show', 'No', 'that the end of life is not drep- that there', 'is pufficient dignity in the station of a', 'm', 'missionary to command respect when', '-de', 'companie d by dignified department, and L', 'fell', 'earnest Jointi-when I shall he able to', 'ible', 'persuade her that she may acquire', 'K', 'atta', 'the colloquial without her eyes, or', 'much study that she enposes her', '3', 'tha health in other respects more than', 'tull,', 'in study. that the Time she takes in', 'u', 'serving and showing, would injure her', 'lip if more actively and proping my aged', 'abm then she must change to he censis- 7A', 'l tent with her orn prim ciples. - I shall', 'to Dew', 'not give up these without an effort.']"
154,"['I ane', '5th', 'Rain', 'all', 'day.', 'Suppose', 'this', 'is', 'the beginning of the rainy Reason', 'on', 'later eel as', 'than usual.It if I am making un', 'slow prograps in the Language', 'to', 'Inne 6 th Trials baset me on every hand For', 'us', 'several days husband has been gloomy, de', 'cm', 'sponding - I thought be was applying him l', '(', 'self', 'too', 'closely and was troubled because dis- ur', 'ple ased with the progrees be made in', 'lun', 'the language To day after dinner he', 'he', 'evalted about looked gloomy', 'threw', 'him', '-', 'the', 'self an the couch and exclaimed', '""I', 'am', 'worm', 'self', 'out."" l Kneeled by his side - wept with him I', 'but spoke no word- for l saw no word', 'me', 'was mudedi- I sathered strength to sig', 'ys', 'for him. At loss he appeared relived', 'are', 'walked about same- - then asked me to', 'ope', 'lie by him an the bed. As l had a few', 'va', 'weeks', 'previously', 'opened', 'my', 'he', 'ant', 'to', 'him', 'far', 'tolo him of the deep affiction sent upon', 'Ray', 'me, so he now opened his heart to me.', 'ple', 'H. said he could never speak the clines wa', 'language with any depree of case- the at his', 'off', 'prograph would the slow- that is sucult he', '44', 'I', '/']"
